REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
2019/2020,"Timmins (CA), Ontario",2021S0504586,Residual deviation,Total - gender,All ages,Persons,249,units,0,112.11.1.1,73
2020/2021,"Timmins (CA), Ontario",2021S0504586,Residual deviation,Total - gender,All ages,Persons,249,units,0,112.11.1.1,197
2017/2018,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net emigration,Total - gender,All ages,Persons,249,units,0,113.4.1.1,74
2018/2019,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net emigration,Total - gender,All ages,Persons,249,units,0,113.4.1.1,71
2019/2020,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net emigration,Total - gender,All ages,Persons,249,units,0,113.4.1.1,52
2020/2021,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net emigration,Total - gender,All ages,Persons,249,units,0,113.4.1.1,45
2021/2022,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net emigration,Total - gender,All ages,Persons,249,units,0,113.4.1.1,55
2022/2023,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net emigration,Total - gender,All ages,Persons,249,units,0,113.4.1.1,57
2023/2024,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net emigration,Total - gender,All ages,Persons,249,units,0,113.4.1.1,59
2017/2018,"Sault Ste. Marie (CA), Ontario",2021S0504590,Returning emigrants,Total - gender,All ages,Persons,249,units,0,113.6.1.1,51
2018/2019,"Sault Ste. Marie (CA), Ontario",2021S0504590,Returning emigrants,Total - gender,All ages,Persons,249,units,0,113.6.1.1,48
2019/2020,"Sault Ste. Marie (CA), Ontario",2021S0504590,Returning emigrants,Total - gender,All ages,Persons,249,units,0,113.6.1.1,35
2020/2021,"Sault Ste. Marie (CA), Ontario",2021S0504590,Returning emigrants,Total - gender,All ages,Persons,249,units,0,113.6.1.1,37
2021/2022,"Sault Ste. Marie (CA), Ontario",2021S0504590,Returning emigrants,Total - gender,All ages,Persons,249,units,0,113.6.1.1,40
2022/2023,"Sault Ste. Marie (CA), Ontario",2021S0504590,Returning emigrants,Total - gender,All ages,Persons,249,units,0,113.6.1.1,40
2023/2024,"Sault Ste. Marie (CA), Ontario",2021S0504590,Returning emigrants,Total - gender,All ages,Persons,249,units,0,113.6.1.1,40
2017/2018,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,113.8.1.1,-60
2018/2019,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,113.8.1.1,21
2019/2020,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,113.8.1.1,-22
2020/2021,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,113.8.1.1,-27
2021/2022,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,113.8.1.1,-1
2022/2023,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,113.8.1.1,-123
2023/2024,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,113.8.1.1,-103
2017/2018,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,113.9.1.1,7
2018/2019,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,113.9.1.1,96
2019/2020,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,113.9.1.1,-24
2020/2021,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,113.9.1.1,12
2021/2022,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,113.9.1.1,506
2022/2023,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,113.9.1.1,244
2023/2024,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,113.9.1.1,188
2017/2018,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,113.10.1.1,200
2018/2019,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,113.10.1.1,693
2019/2020,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,113.10.1.1,662
2020/2021,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,113.10.1.1,-204
2021/2022,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,113.10.1.1,1443
2022/2023,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,113.10.1.1,2698
2023/2024,"Sault Ste. Marie (CA), Ontario",2021S0504590,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,113.10.1.1,2887
2017/2018,"Sault Ste. Marie (CA), Ontario",2021S0504590,Residual deviation,Total - gender,All ages,Persons,249,units,0,113.11.1.1,-42
2018/2019,"Sault Ste. Marie (CA), Ontario",2021S0504590,Residual deviation,Total - gender,All ages,Persons,249,units,0,113.11.1.1,-36
2019/2020,"Sault Ste. Marie (CA), Ontario",2021S0504590,Residual deviation,Total - gender,All ages,Persons,249,units,0,113.11.1.1,-12
2020/2021,"Sault Ste. Marie (CA), Ontario",2021S0504590,Residual deviation,Total - gender,All ages,Persons,249,units,0,113.11.1.1,120
2017/2018,"Kenora (CA), Ontario",2021S0504598,Net emigration,Total - gender,All ages,Persons,249,units,0,114.4.1.1,14
2018/2019,"Kenora (CA), Ontario",2021S0504598,Net emigration,Total - gender,All ages,Persons,249,units,0,114.4.1.1,9
2019/2020,"Kenora (CA), Ontario",2021S0504598,Net emigration,Total - gender,All ages,Persons,249,units,0,114.4.1.1,12
2020/2021,"Kenora (CA), Ontario",2021S0504598,Net emigration,Total - gender,All ages,Persons,249,units,0,114.4.1.1,23
2021/2022,"Kenora (CA), Ontario",2021S0504598,Net emigration,Total - gender,All ages,Persons,249,units,0,114.4.1.1,-2
2022/2023,"Kenora (CA), Ontario",2021S0504598,Net emigration,Total - gender,All ages,Persons,249,units,0,114.4.1.1,34
2023/2024,"Kenora (CA), Ontario",2021S0504598,Net emigration,Total - gender,All ages,Persons,249,units,0,114.4.1.1,36
2017/2018,"Kenora (CA), Ontario",2021S0504598,Returning emigrants,Total - gender,All ages,Persons,249,units,0,114.6.1.1,5
2018/2019,"Kenora (CA), Ontario",2021S0504598,Returning emigrants,Total - gender,All ages,Persons,249,units,0,114.6.1.1,8
2019/2020,"Kenora (CA), Ontario",2021S0504598,Returning emigrants,Total - gender,All ages,Persons,249,units,0,114.6.1.1,4
2020/2021,"Kenora (CA), Ontario",2021S0504598,Returning emigrants,Total - gender,All ages,Persons,249,units,0,114.6.1.1,7
2021/2022,"Kenora (CA), Ontario",2021S0504598,Returning emigrants,Total - gender,All ages,Persons,249,units,0,114.6.1.1,10
2022/2023,"Kenora (CA), Ontario",2021S0504598,Returning emigrants,Total - gender,All ages,Persons,249,units,0,114.6.1.1,14
2023/2024,"Kenora (CA), Ontario",2021S0504598,Returning emigrants,Total - gender,All ages,Persons,249,units,0,114.6.1.1,14
2017/2018,"Kenora (CA), Ontario",2021S0504598,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,114.8.1.1,-2
2018/2019,"Kenora (CA), Ontario",2021S0504598,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,114.8.1.1,-4
2019/2020,"Kenora (CA), Ontario",2021S0504598,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,114.8.1.1,15
2020/2021,"Kenora (CA), Ontario",2021S0504598,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,114.8.1.1,48
2021/2022,"Kenora (CA), Ontario",2021S0504598,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,114.8.1.1,-68
2022/2023,"Kenora (CA), Ontario",2021S0504598,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,114.8.1.1,-80
2023/2024,"Kenora (CA), Ontario",2021S0504598,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,114.8.1.1,-21
2017/2018,"Kenora (CA), Ontario",2021S0504598,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,114.9.1.1,35
2018/2019,"Kenora (CA), Ontario",2021S0504598,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,114.9.1.1,59
2019/2020,"Kenora (CA), Ontario",2021S0504598,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,114.9.1.1,15
2020/2021,"Kenora (CA), Ontario",2021S0504598,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,114.9.1.1,60
2021/2022,"Kenora (CA), Ontario",2021S0504598,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,114.9.1.1,1
2022/2023,"Kenora (CA), Ontario",2021S0504598,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,114.9.1.1,-49
2023/2024,"Kenora (CA), Ontario",2021S0504598,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,114.9.1.1,-55
2017/2018,"Kenora (CA), Ontario",2021S0504598,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,114.10.1.1,13
2018/2019,"Kenora (CA), Ontario",2021S0504598,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,114.10.1.1,30
2019/2020,"Kenora (CA), Ontario",2021S0504598,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,114.10.1.1,-23
2020/2021,"Kenora (CA), Ontario",2021S0504598,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,114.10.1.1,-5
2021/2022,"Kenora (CA), Ontario",2021S0504598,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,114.10.1.1,-9
2022/2023,"Kenora (CA), Ontario",2021S0504598,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,114.10.1.1,81
2023/2024,"Kenora (CA), Ontario",2021S0504598,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,114.10.1.1,26
2017/2018,"Kenora (CA), Ontario",2021S0504598,Residual deviation,Total - gender,All ages,Persons,249,units,0,114.11.1.1,-65
2018/2019,"Kenora (CA), Ontario",2021S0504598,Residual deviation,Total - gender,All ages,Persons,249,units,0,114.11.1.1,-57
2019/2020,"Kenora (CA), Ontario",2021S0504598,Residual deviation,Total - gender,All ages,Persons,249,units,0,114.11.1.1,-78
2020/2021,"Kenora (CA), Ontario",2021S0504598,Residual deviation,Total - gender,All ages,Persons,249,units,0,114.11.1.1,38
2017/2018,"Winkler (CA), Manitoba",2021S0504603,Net emigration,Total - gender,All ages,Persons,249,units,0,115.4.1.1,-32
2018/2019,"Winkler (CA), Manitoba",2021S0504603,Net emigration,Total - gender,All ages,Persons,249,units,0,115.4.1.1,-41
2019/2020,"Winkler (CA), Manitoba",2021S0504603,Net emigration,Total - gender,All ages,Persons,249,units,0,115.4.1.1,37
2020/2021,"Winkler (CA), Manitoba",2021S0504603,Net emigration,Total - gender,All ages,Persons,249,units,0,115.4.1.1,8
2021/2022,"Winkler (CA), Manitoba",2021S0504603,Net emigration,Total - gender,All ages,Persons,249,units,0,115.4.1.1,80
2022/2023,"Winkler (CA), Manitoba",2021S0504603,Net emigration,Total - gender,All ages,Persons,249,units,0,115.4.1.1,100
2023/2024,"Winkler (CA), Manitoba",2021S0504603,Net emigration,Total - gender,All ages,Persons,249,units,0,115.4.1.1,103
2017/2018,"Winkler (CA), Manitoba",2021S0504603,Returning emigrants,Total - gender,All ages,Persons,249,units,0,115.6.1.1,62
2018/2019,"Winkler (CA), Manitoba",2021S0504603,Returning emigrants,Total - gender,All ages,Persons,249,units,0,115.6.1.1,99
2019/2020,"Winkler (CA), Manitoba",2021S0504603,Returning emigrants,Total - gender,All ages,Persons,249,units,0,115.6.1.1,84
2020/2021,"Winkler (CA), Manitoba",2021S0504603,Returning emigrants,Total - gender,All ages,Persons,249,units,0,115.6.1.1,97
2021/2022,"Winkler (CA), Manitoba",2021S0504603,Returning emigrants,Total - gender,All ages,Persons,249,units,0,115.6.1.1,70
2022/2023,"Winkler (CA), Manitoba",2021S0504603,Returning emigrants,Total - gender,All ages,Persons,249,units,0,115.6.1.1,83
2023/2024,"Winkler (CA), Manitoba",2021S0504603,Returning emigrants,Total - gender,All ages,Persons,249,units,0,115.6.1.1,86
2017/2018,"Winkler (CA), Manitoba",2021S0504603,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,115.8.1.1,-129
2018/2019,"Winkler (CA), Manitoba",2021S0504603,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,115.8.1.1,-192
2019/2020,"Winkler (CA), Manitoba",2021S0504603,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,115.8.1.1,-182
2020/2021,"Winkler (CA), Manitoba",2021S0504603,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,115.8.1.1,-140
2021/2022,"Winkler (CA), Manitoba",2021S0504603,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,115.8.1.1,-373
2022/2023,"Winkler (CA), Manitoba",2021S0504603,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,115.8.1.1,-341
2023/2024,"Winkler (CA), Manitoba",2021S0504603,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,115.8.1.1,-165
2017/2018,"Winkler (CA), Manitoba",2021S0504603,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,115.9.1.1,-26
2018/2019,"Winkler (CA), Manitoba",2021S0504603,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,115.9.1.1,17
2019/2020,"Winkler (CA), Manitoba",2021S0504603,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,115.9.1.1,40
2020/2021,"Winkler (CA), Manitoba",2021S0504603,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,115.9.1.1,-133
2021/2022,"Winkler (CA), Manitoba",2021S0504603,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,115.9.1.1,-74
2022/2023,"Winkler (CA), Manitoba",2021S0504603,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,115.9.1.1,-68
2023/2024,"Winkler (CA), Manitoba",2021S0504603,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,115.9.1.1,-43
2017/2018,"Winkler (CA), Manitoba",2021S0504603,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,115.10.1.1,74
2018/2019,"Winkler (CA), Manitoba",2021S0504603,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,115.10.1.1,49
2019/2020,"Winkler (CA), Manitoba",2021S0504603,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,115.10.1.1,-98
2020/2021,"Winkler (CA), Manitoba",2021S0504603,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,115.10.1.1,-2
2021/2022,"Winkler (CA), Manitoba",2021S0504603,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,115.10.1.1,146
2022/2023,"Winkler (CA), Manitoba",2021S0504603,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,115.10.1.1,696
2023/2024,"Winkler (CA), Manitoba",2021S0504603,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,115.10.1.1,390
2017/2018,"Winkler (CA), Manitoba",2021S0504603,Residual deviation,Total - gender,All ages,Persons,249,units,0,115.11.1.1,-216
2018/2019,"Winkler (CA), Manitoba",2021S0504603,Residual deviation,Total - gender,All ages,Persons,249,units,0,115.11.1.1,-233
2019/2020,"Winkler (CA), Manitoba",2021S0504603,Residual deviation,Total - gender,All ages,Persons,249,units,0,115.11.1.1,-238
2020/2021,"Winkler (CA), Manitoba",2021S0504603,Residual deviation,Total - gender,All ages,Persons,249,units,0,115.11.1.1,-145
2017/2018,"Steinbach (CA), Manitoba",2021S0504605,Net emigration,Total - gender,All ages,Persons,249,units,0,116.4.1.1,27
2018/2019,"Steinbach (CA), Manitoba",2021S0504605,Net emigration,Total - gender,All ages,Persons,249,units,0,116.4.1.1,-2
2019/2020,"Steinbach (CA), Manitoba",2021S0504605,Net emigration,Total - gender,All ages,Persons,249,units,0,116.4.1.1,-4
2020/2021,"Steinbach (CA), Manitoba",2021S0504605,Net emigration,Total - gender,All ages,Persons,249,units,0,116.4.1.1,10
2021/2022,"Steinbach (CA), Manitoba",2021S0504605,Net emigration,Total - gender,All ages,Persons,249,units,0,116.4.1.1,47
2022/2023,"Steinbach (CA), Manitoba",2021S0504605,Net emigration,Total - gender,All ages,Persons,249,units,0,116.4.1.1,34
2023/2024,"Steinbach (CA), Manitoba",2021S0504605,Net emigration,Total - gender,All ages,Persons,249,units,0,116.4.1.1,36
2017/2018,"Steinbach (CA), Manitoba",2021S0504605,Returning emigrants,Total - gender,All ages,Persons,249,units,0,116.6.1.1,52
2018/2019,"Steinbach (CA), Manitoba",2021S0504605,Returning emigrants,Total - gender,All ages,Persons,249,units,0,116.6.1.1,86
2019/2020,"Steinbach (CA), Manitoba",2021S0504605,Returning emigrants,Total - gender,All ages,Persons,249,units,0,116.6.1.1,29
2020/2021,"Steinbach (CA), Manitoba",2021S0504605,Returning emigrants,Total - gender,All ages,Persons,249,units,0,116.6.1.1,41
2021/2022,"Steinbach (CA), Manitoba",2021S0504605,Returning emigrants,Total - gender,All ages,Persons,249,units,0,116.6.1.1,26
2022/2023,"Steinbach (CA), Manitoba",2021S0504605,Returning emigrants,Total - gender,All ages,Persons,249,units,0,116.6.1.1,30
2023/2024,"Steinbach (CA), Manitoba",2021S0504605,Returning emigrants,Total - gender,All ages,Persons,249,units,0,116.6.1.1,30
2017/2018,"Steinbach (CA), Manitoba",2021S0504605,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,116.8.1.1,-89
2018/2019,"Steinbach (CA), Manitoba",2021S0504605,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,116.8.1.1,-23
2019/2020,"Steinbach (CA), Manitoba",2021S0504605,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,116.8.1.1,-36
2020/2021,"Steinbach (CA), Manitoba",2021S0504605,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,116.8.1.1,-78
2021/2022,"Steinbach (CA), Manitoba",2021S0504605,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,116.8.1.1,-4
2022/2023,"Steinbach (CA), Manitoba",2021S0504605,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,116.8.1.1,-43
2023/2024,"Steinbach (CA), Manitoba",2021S0504605,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,116.8.1.1,11
2017/2018,"Steinbach (CA), Manitoba",2021S0504605,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,116.9.1.1,-412
2018/2019,"Steinbach (CA), Manitoba",2021S0504605,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,116.9.1.1,-674
2019/2020,"Steinbach (CA), Manitoba",2021S0504605,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,116.9.1.1,-390
2020/2021,"Steinbach (CA), Manitoba",2021S0504605,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,116.9.1.1,-282
2021/2022,"Steinbach (CA), Manitoba",2021S0504605,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,116.9.1.1,-238
2022/2023,"Steinbach (CA), Manitoba",2021S0504605,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,116.9.1.1,-212
2023/2024,"Steinbach (CA), Manitoba",2021S0504605,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,116.9.1.1,-131
2017/2018,"Steinbach (CA), Manitoba",2021S0504605,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,116.10.1.1,23
2018/2019,"Steinbach (CA), Manitoba",2021S0504605,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,116.10.1.1,59
2019/2020,"Steinbach (CA), Manitoba",2021S0504605,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,116.10.1.1,-4
2020/2021,"Steinbach (CA), Manitoba",2021S0504605,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,116.10.1.1,83
2021/2022,"Steinbach (CA), Manitoba",2021S0504605,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,116.10.1.1,122
2022/2023,"Steinbach (CA), Manitoba",2021S0504605,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,116.10.1.1,420
2023/2024,"Steinbach (CA), Manitoba",2021S0504605,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,116.10.1.1,401
2017/2018,"Steinbach (CA), Manitoba",2021S0504605,Residual deviation,Total - gender,All ages,Persons,249,units,0,116.11.1.1,479
2018/2019,"Steinbach (CA), Manitoba",2021S0504605,Residual deviation,Total - gender,All ages,Persons,249,units,0,116.11.1.1,498
2019/2020,"Steinbach (CA), Manitoba",2021S0504605,Residual deviation,Total - gender,All ages,Persons,249,units,0,116.11.1.1,520
2020/2021,"Steinbach (CA), Manitoba",2021S0504605,Residual deviation,Total - gender,All ages,Persons,249,units,0,116.11.1.1,537
2017/2018,"Portage la Prairie (CA), Manitoba",2021S0504607,Net emigration,Total - gender,All ages,Persons,249,units,0,117.4.1.1,-4
2018/2019,"Portage la Prairie (CA), Manitoba",2021S0504607,Net emigration,Total - gender,All ages,Persons,249,units,0,117.4.1.1,17
2019/2020,"Portage la Prairie (CA), Manitoba",2021S0504607,Net emigration,Total - gender,All ages,Persons,249,units,0,117.4.1.1,1
2020/2021,"Portage la Prairie (CA), Manitoba",2021S0504607,Net emigration,Total - gender,All ages,Persons,249,units,0,117.4.1.1,6
2021/2022,"Portage la Prairie (CA), Manitoba",2021S0504607,Net emigration,Total - gender,All ages,Persons,249,units,0,117.4.1.1,29
2022/2023,"Portage la Prairie (CA), Manitoba",2021S0504607,Net emigration,Total - gender,All ages,Persons,249,units,0,117.4.1.1,15
2023/2024,"Portage la Prairie (CA), Manitoba",2021S0504607,Net emigration,Total - gender,All ages,Persons,249,units,0,117.4.1.1,16
2017/2018,"Portage la Prairie (CA), Manitoba",2021S0504607,Returning emigrants,Total - gender,All ages,Persons,249,units,0,117.6.1.1,4
2018/2019,"Portage la Prairie (CA), Manitoba",2021S0504607,Returning emigrants,Total - gender,All ages,Persons,249,units,0,117.6.1.1,15
2019/2020,"Portage la Prairie (CA), Manitoba",2021S0504607,Returning emigrants,Total - gender,All ages,Persons,249,units,0,117.6.1.1,1
2020/2021,"Portage la Prairie (CA), Manitoba",2021S0504607,Returning emigrants,Total - gender,All ages,Persons,249,units,0,117.6.1.1,6
2021/2022,"Portage la Prairie (CA), Manitoba",2021S0504607,Returning emigrants,Total - gender,All ages,Persons,249,units,0,117.6.1.1,14
2022/2023,"Portage la Prairie (CA), Manitoba",2021S0504607,Returning emigrants,Total - gender,All ages,Persons,249,units,0,117.6.1.1,6
2023/2024,"Portage la Prairie (CA), Manitoba",2021S0504607,Returning emigrants,Total - gender,All ages,Persons,249,units,0,117.6.1.1,6
2017/2018,"Portage la Prairie (CA), Manitoba",2021S0504607,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,117.8.1.1,-76
2018/2019,"Portage la Prairie (CA), Manitoba",2021S0504607,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,117.8.1.1,-45
2019/2020,"Portage la Prairie (CA), Manitoba",2021S0504607,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,117.8.1.1,-14
2020/2021,"Portage la Prairie (CA), Manitoba",2021S0504607,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,117.8.1.1,76
2021/2022,"Portage la Prairie (CA), Manitoba",2021S0504607,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,117.8.1.1,-22
2022/2023,"Portage la Prairie (CA), Manitoba",2021S0504607,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,117.8.1.1,-104
2023/2024,"Portage la Prairie (CA), Manitoba",2021S0504607,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,117.8.1.1,7
2017/2018,"Portage la Prairie (CA), Manitoba",2021S0504607,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,117.9.1.1,-236
2018/2019,"Portage la Prairie (CA), Manitoba",2021S0504607,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,117.9.1.1,-129
2019/2020,"Portage la Prairie (CA), Manitoba",2021S0504607,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,117.9.1.1,-82
2020/2021,"Portage la Prairie (CA), Manitoba",2021S0504607,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,117.9.1.1,-145
2021/2022,"Portage la Prairie (CA), Manitoba",2021S0504607,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,117.9.1.1,-130
2022/2023,"Portage la Prairie (CA), Manitoba",2021S0504607,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,117.9.1.1,-139
2023/2024,"Portage la Prairie (CA), Manitoba",2021S0504607,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,117.9.1.1,134
2017/2018,"Portage la Prairie (CA), Manitoba",2021S0504607,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,117.10.1.1,140
2018/2019,"Portage la Prairie (CA), Manitoba",2021S0504607,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,117.10.1.1,46
2019/2020,"Portage la Prairie (CA), Manitoba",2021S0504607,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,117.10.1.1,-25
2020/2021,"Portage la Prairie (CA), Manitoba",2021S0504607,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,117.10.1.1,28
2021/2022,"Portage la Prairie (CA), Manitoba",2021S0504607,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,117.10.1.1,-45
2022/2023,"Portage la Prairie (CA), Manitoba",2021S0504607,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,117.10.1.1,122
2023/2024,"Portage la Prairie (CA), Manitoba",2021S0504607,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,117.10.1.1,61
2017/2018,"Portage la Prairie (CA), Manitoba",2021S0504607,Residual deviation,Total - gender,All ages,Persons,249,units,0,117.11.1.1,73
2018/2019,"Portage la Prairie (CA), Manitoba",2021S0504607,Residual deviation,Total - gender,All ages,Persons,249,units,0,117.11.1.1,90
2019/2020,"Portage la Prairie (CA), Manitoba",2021S0504607,Residual deviation,Total - gender,All ages,Persons,249,units,0,117.11.1.1,68
2020/2021,"Portage la Prairie (CA), Manitoba",2021S0504607,Residual deviation,Total - gender,All ages,Persons,249,units,0,117.11.1.1,142
2017/2018,"Brandon (CA), Manitoba",2021S0504610,Net emigration,Total - gender,All ages,Persons,249,units,0,118.4.1.1,24
2018/2019,"Brandon (CA), Manitoba",2021S0504610,Net emigration,Total - gender,All ages,Persons,249,units,0,118.4.1.1,25
2019/2020,"Brandon (CA), Manitoba",2021S0504610,Net emigration,Total - gender,All ages,Persons,249,units,0,118.4.1.1,12
2020/2021,"Brandon (CA), Manitoba",2021S0504610,Net emigration,Total - gender,All ages,Persons,249,units,0,118.4.1.1,95
2021/2022,"Brandon (CA), Manitoba",2021S0504610,Net emigration,Total - gender,All ages,Persons,249,units,0,118.4.1.1,43
