"","REF_DATE","Characteristics","Wealth","VALUE","covid"
"766",2020-01-01,"Second income quintile","Real estate",686510,"Pre-COVID"
"767",2020-04-01,"Second income quintile","Real estate",742738,"COVID"
"768",2020-07-01,"Second income quintile","Real estate",754735,"COVID"
"769",2020-10-01,"Second income quintile","Real estate",798727,"COVID"
"770",2021-01-01,"Second income quintile","Real estate",855246,"COVID"
"771",2021-04-01,"Second income quintile","Real estate",907750,"COVID"
"772",2021-07-01,"Second income quintile","Real estate",990014,"COVID"
"773",2021-10-01,"Second income quintile","Real estate",1044965,"COVID"
"774",2022-01-01,"Second income quintile","Real estate",1005923,"COVID"
"775",2022-04-01,"Second income quintile","Real estate",936970,"COVID"
"776",2022-07-01,"Second income quintile","Real estate",1005604,"COVID"
"777",2022-10-01,"Second income quintile","Real estate",961109,"Post-COVID"
"778",2023-01-01,"Second income quintile","Real estate",886694,"Post-COVID"
"779",2023-04-01,"Second income quintile","Real estate",955977,"Post-COVID"
"780",2023-07-01,"Second income quintile","Real estate",945020,"Post-COVID"
"781",2023-10-01,"Second income quintile","Real estate",973373,"Post-COVID"
"782",2024-01-01,"Second income quintile","Real estate",933670,"Post-COVID"
"783",2024-04-01,"Second income quintile","Real estate",915824,"Post-COVID"
"784",2024-07-01,"Second income quintile","Real estate",957333,"Post-COVID"
"785",2017-10-01,"Second income quintile","Other non-financial assets",102072,"Pre-COVID"
"786",2018-01-01,"Second income quintile","Other non-financial assets",NA,"Pre-COVID"
"787",2018-04-01,"Second income quintile","Other non-financial assets",NA,"Pre-COVID"
"788",2018-07-01,"Second income quintile","Other non-financial assets",NA,"Pre-COVID"
"789",2018-10-01,"Second income quintile","Other non-financial assets",102126,"Pre-COVID"
"790",2019-01-01,"Second income quintile","Other non-financial assets",NA,"Pre-COVID"
"791",2019-04-01,"Second income quintile","Other non-financial assets",NA,"Pre-COVID"
"792",2019-07-01,"Second income quintile","Other non-financial assets",NA,"Pre-COVID"
"793",2019-10-01,"Second income quintile","Other non-financial assets",103386,"Pre-COVID"
"794",2020-01-01,"Second income quintile","Other non-financial assets",101054,"Pre-COVID"
"795",2020-04-01,"Second income quintile","Other non-financial assets",109263,"COVID"
"796",2020-07-01,"Second income quintile","Other non-financial assets",110469,"COVID"
"797",2020-10-01,"Second income quintile","Other non-financial assets",114030,"COVID"
"798",2021-01-01,"Second income quintile","Other non-financial assets",116361,"COVID"
"799",2021-04-01,"Second income quintile","Other non-financial assets",117714,"COVID"
"800",2021-07-01,"Second income quintile","Other non-financial assets",121922,"COVID"
"801",2021-10-01,"Second income quintile","Other non-financial assets",129670,"COVID"
"802",2022-01-01,"Second income quintile","Other non-financial assets",122089,"COVID"
"803",2022-04-01,"Second income quintile","Other non-financial assets",125317,"COVID"
"804",2022-07-01,"Second income quintile","Other non-financial assets",135960,"COVID"
"805",2022-10-01,"Second income quintile","Other non-financial assets",132115,"Post-COVID"
"806",2023-01-01,"Second income quintile","Other non-financial assets",127327,"Post-COVID"
"807",2023-04-01,"Second income quintile","Other non-financial assets",129875,"Post-COVID"
"808",2023-07-01,"Second income quintile","Other non-financial assets",139287,"Post-COVID"
"809",2023-10-01,"Second income quintile","Other non-financial assets",136478,"Post-COVID"
"810",2024-01-01,"Second income quintile","Other non-financial assets",130779,"Post-COVID"
"811",2024-04-01,"Second income quintile","Other non-financial assets",127730,"Post-COVID"
"812",2024-07-01,"Second income quintile","Other non-financial assets",138023,"Post-COVID"
"813",2017-10-01,"Second income quintile","Total liabilities",309279,"Pre-COVID"
"814",2018-01-01,"Second income quintile","Total liabilities",NA,"Pre-COVID"
"815",2018-04-01,"Second income quintile","Total liabilities",NA,"Pre-COVID"
"816",2018-07-01,"Second income quintile","Total liabilities",NA,"Pre-COVID"
"817",2018-10-01,"Second income quintile","Total liabilities",321781,"Pre-COVID"
"818",2019-01-01,"Second income quintile","Total liabilities",NA,"Pre-COVID"
"819",2019-04-01,"Second income quintile","Total liabilities",NA,"Pre-COVID"
"820",2019-07-01,"Second income quintile","Total liabilities",NA,"Pre-COVID"
"821",2019-10-01,"Second income quintile","Total liabilities",332205,"Pre-COVID"
"822",2020-01-01,"Second income quintile","Total liabilities",323000,"Pre-COVID"
"823",2020-04-01,"Second income quintile","Total liabilities",323996,"COVID"
"824",2020-07-01,"Second income quintile","Total liabilities",303863,"COVID"
"825",2020-10-01,"Second income quintile","Total liabilities",296598,"COVID"
"826",2021-01-01,"Second income quintile","Total liabilities",294733,"COVID"
"827",2021-04-01,"Second income quintile","Total liabilities",307814,"COVID"
"828",2021-07-01,"Second income quintile","Total liabilities",312740,"COVID"
"829",2021-10-01,"Second income quintile","Total liabilities",304154,"COVID"
"830",2022-01-01,"Second income quintile","Total liabilities",289582,"COVID"
"831",2022-04-01,"Second income quintile","Total liabilities",292259,"COVID"
"832",2022-07-01,"Second income quintile","Total liabilities",332696,"COVID"
"833",2022-10-01,"Second income quintile","Total liabilities",344109,"Post-COVID"
"834",2023-01-01,"Second income quintile","Total liabilities",342025,"Post-COVID"
"835",2023-04-01,"Second income quintile","Total liabilities",355664,"Post-COVID"
"836",2023-07-01,"Second income quintile","Total liabilities",344304,"Post-COVID"
"837",2023-10-01,"Second income quintile","Total liabilities",372301,"Post-COVID"
"838",2024-01-01,"Second income quintile","Total liabilities",373324,"Post-COVID"
"839",2024-04-01,"Second income quintile","Total liabilities",357488,"Post-COVID"
"840",2024-07-01,"Second income quintile","Total liabilities",369208,"Post-COVID"
"841",2017-10-01,"Second income quintile","Mortgage liabilities",206826,"Pre-COVID"
"842",2018-01-01,"Second income quintile","Mortgage liabilities",NA,"Pre-COVID"
"843",2018-04-01,"Second income quintile","Mortgage liabilities",NA,"Pre-COVID"
"844",2018-07-01,"Second income quintile","Mortgage liabilities",NA,"Pre-COVID"
"845",2018-10-01,"Second income quintile","Mortgage liabilities",215395,"Pre-COVID"
"846",2019-01-01,"Second income quintile","Mortgage liabilities",NA,"Pre-COVID"
"847",2019-04-01,"Second income quintile","Mortgage liabilities",NA,"Pre-COVID"
"848",2019-07-01,"Second income quintile","Mortgage liabilities",NA,"Pre-COVID"
"849",2019-10-01,"Second income quintile","Mortgage liabilities",224301,"Pre-COVID"
"850",2020-01-01,"Second income quintile","Mortgage liabilities",222664,"Pre-COVID"
"851",2020-04-01,"Second income quintile","Mortgage liabilities",226547,"COVID"
"852",2020-07-01,"Second income quintile","Mortgage liabilities",203773,"COVID"
"853",2020-10-01,"Second income quintile","Mortgage liabilities",197044,"COVID"
"854",2021-01-01,"Second income quintile","Mortgage liabilities",197289,"COVID"
"855",2021-04-01,"Second income quintile","Mortgage liabilities",212389,"COVID"
"856",2021-07-01,"Second income quintile","Mortgage liabilities",216696,"COVID"
"857",2021-10-01,"Second income quintile","Mortgage liabilities",209345,"COVID"
"858",2022-01-01,"Second income quintile","Mortgage liabilities",199061,"COVID"
"859",2022-04-01,"Second income quintile","Mortgage liabilities",198152,"COVID"
"860",2022-07-01,"Second income quintile","Mortgage liabilities",235361,"COVID"
"861",2022-10-01,"Second income quintile","Mortgage liabilities",247390,"Post-COVID"
"862",2023-01-01,"Second income quintile","Mortgage liabilities",244202,"Post-COVID"
"863",2023-04-01,"Second income quintile","Mortgage liabilities",255349,"Post-COVID"
"864",2023-07-01,"Second income quintile","Mortgage liabilities",248169,"Post-COVID"
"865",2023-10-01,"Second income quintile","Mortgage liabilities",270646,"Post-COVID"
"866",2024-01-01,"Second income quintile","Mortgage liabilities",265903,"Post-COVID"
"867",2024-04-01,"Second income quintile","Mortgage liabilities",257026,"Post-COVID"
"868",2024-07-01,"Second income quintile","Mortgage liabilities",264965,"Post-COVID"
"869",2017-10-01,"Second income quintile","Other liabilities",102453,"Pre-COVID"
"870",2018-01-01,"Second income quintile","Other liabilities",NA,"Pre-COVID"
"871",2018-04-01,"Second income quintile","Other liabilities",NA,"Pre-COVID"
"872",2018-07-01,"Second income quintile","Other liabilities",NA,"Pre-COVID"
"873",2018-10-01,"Second income quintile","Other liabilities",106386,"Pre-COVID"
"874",2019-01-01,"Second income quintile","Other liabilities",NA,"Pre-COVID"
"875",2019-04-01,"Second income quintile","Other liabilities",NA,"Pre-COVID"
"876",2019-07-01,"Second income quintile","Other liabilities",NA,"Pre-COVID"
"877",2019-10-01,"Second income quintile","Other liabilities",107904,"Pre-COVID"
"878",2020-01-01,"Second income quintile","Other liabilities",100335,"Pre-COVID"
"879",2020-04-01,"Second income quintile","Other liabilities",97449,"COVID"
"880",2020-07-01,"Second income quintile","Other liabilities",100090,"COVID"
"881",2020-10-01,"Second income quintile","Other liabilities",99554,"COVID"
"882",2021-01-01,"Second income quintile","Other liabilities",97445,"COVID"
"883",2021-04-01,"Second income quintile","Other liabilities",95424,"COVID"
"884",2021-07-01,"Second income quintile","Other liabilities",96044,"COVID"
"885",2021-10-01,"Second income quintile","Other liabilities",94809,"COVID"
"886",2022-01-01,"Second income quintile","Other liabilities",90520,"COVID"
"887",2022-04-01,"Second income quintile","Other liabilities",94107,"COVID"
"888",2022-07-01,"Second income quintile","Other liabilities",97335,"COVID"
"889",2022-10-01,"Second income quintile","Other liabilities",96720,"Post-COVID"
"890",2023-01-01,"Second income quintile","Other liabilities",97823,"Post-COVID"
"891",2023-04-01,"Second income quintile","Other liabilities",100315,"Post-COVID"
"892",2023-07-01,"Second income quintile","Other liabilities",96136,"Post-COVID"
"893",2023-10-01,"Second income quintile","Other liabilities",101655,"Post-COVID"
"894",2024-01-01,"Second income quintile","Other liabilities",107421,"Post-COVID"
"895",2024-04-01,"Second income quintile","Other liabilities",100462,"Post-COVID"
"896",2024-07-01,"Second income quintile","Other liabilities",104243,"Post-COVID"
"897",2017-10-01,"Second income quintile","Net worth (wealth)",1022404,"Pre-COVID"
"898",2018-01-01,"Second income quintile","Net worth (wealth)",NA,"Pre-COVID"
"899",2018-04-01,"Second income quintile","Net worth (wealth)",NA,"Pre-COVID"
"900",2018-07-01,"Second income quintile","Net worth (wealth)",NA,"Pre-COVID"
"901",2018-10-01,"Second income quintile","Net worth (wealth)",1019998,"Pre-COVID"
"902",2019-01-01,"Second income quintile","Net worth (wealth)",NA,"Pre-COVID"
"903",2019-04-01,"Second income quintile","Net worth (wealth)",NA,"Pre-COVID"
"904",2019-07-01,"Second income quintile","Net worth (wealth)",NA,"Pre-COVID"
"905",2019-10-01,"Second income quintile","Net worth (wealth)",1094622,"Pre-COVID"
"906",2020-01-01,"Second income quintile","Net worth (wealth)",1060149,"Pre-COVID"
"907",2020-04-01,"Second income quintile","Net worth (wealth)",1303926,"COVID"
"908",2020-07-01,"Second income quintile","Net worth (wealth)",1387447,"COVID"
"909",2020-10-01,"Second income quintile","Net worth (wealth)",1526678,"COVID"
"910",2021-01-01,"Second income quintile","Net worth (wealth)",1620974,"COVID"
"911",2021-04-01,"Second income quintile","Net worth (wealth)",1712297,"COVID"
"912",2021-07-01,"Second income quintile","Net worth (wealth)",1750288,"COVID"
"913",2021-10-01,"Second income quintile","Net worth (wealth)",1906779,"COVID"
"914",2022-01-01,"Second income quintile","Net worth (wealth)",1767941,"COVID"
"915",2022-04-01,"Second income quintile","Net worth (wealth)",1679396,"COVID"
"916",2022-07-01,"Second income quintile","Net worth (wealth)",1741257,"COVID"
"917",2022-10-01,"Second income quintile","Net worth (wealth)",1732059,"Post-COVID"
"918",2023-01-01,"Second income quintile","Net worth (wealth)",1571933,"Post-COVID"
"919",2023-04-01,"Second income quintile","Net worth (wealth)",1689645,"Post-COVID"
"920",2023-07-01,"Second income quintile","Net worth (wealth)",1672783,"Post-COVID"
"921",2023-10-01,"Second income quintile","Net worth (wealth)",1671219,"Post-COVID"
"922",2024-01-01,"Second income quintile","Net worth (wealth)",1618972,"Post-COVID"
"923",2024-04-01,"Second income quintile","Net worth (wealth)",1654616,"Post-COVID"
"924",2024-07-01,"Second income quintile","Net worth (wealth)",1750878,"Post-COVID"
"925",2017-10-01,"Third income quintile","Total assets",2137248,"Pre-COVID"
"926",2018-01-01,"Third income quintile","Total assets",NA,"Pre-COVID"
"927",2018-04-01,"Third income quintile","Total assets",NA,"Pre-COVID"
"928",2018-07-01,"Third income quintile","Total assets",NA,"Pre-COVID"
"929",2018-10-01,"Third income quintile","Total assets",2133155,"Pre-COVID"
"930",2019-01-01,"Third income quintile","Total assets",NA,"Pre-COVID"
"931",2019-04-01,"Third income quintile","Total assets",NA,"Pre-COVID"
"932",2019-07-01,"Third income quintile","Total assets",NA,"Pre-COVID"
"933",2019-10-01,"Third income quintile","Total assets",2245269,"Pre-COVID"
"934",2020-01-01,"Third income quintile","Total assets",2098041,"Pre-COVID"
"935",2020-04-01,"Third income quintile","Total assets",2494517,"COVID"
"936",2020-07-01,"Third income quintile","Total assets",2557676,"COVID"
"937",2020-10-01,"Third income quintile","Total assets",2642305,"COVID"
"938",2021-01-01,"Third income quintile","Total assets",2772717,"COVID"
"939",2021-04-01,"Third income quintile","Total assets",2847743,"COVID"
"940",2021-07-01,"Third income quintile","Total assets",2893878,"COVID"
"941",2021-10-01,"Third income quintile","Total assets",2995856,"COVID"
"942",2022-01-01,"Third income quintile","Total assets",2907860,"COVID"
"943",2022-04-01,"Third income quintile","Total assets",2820107,"COVID"
"944",2022-07-01,"Third income quintile","Total assets",2740400,"COVID"
"945",2022-10-01,"Third income quintile","Total assets",2754162,"Post-COVID"
"946",2023-01-01,"Third income quintile","Total assets",2754075,"Post-COVID"
"947",2023-04-01,"Third income quintile","Total assets",2812623,"Post-COVID"
"948",2023-07-01,"Third income quintile","Total assets",2805771,"Post-COVID"
"949",2023-10-01,"Third income quintile","Total assets",2913376,"Post-COVID"
"950",2024-01-01,"Third income quintile","Total assets",2911642,"Post-COVID"
"951",2024-04-01,"Third income quintile","Total assets",2996980,"Post-COVID"
"952",2024-07-01,"Third income quintile","Total assets",3057169,"Post-COVID"
"953",2017-10-01,"Third income quintile","Financial assets",989987,"Pre-COVID"
"954",2018-01-01,"Third income quintile","Financial assets",NA,"Pre-COVID"
"955",2018-04-01,"Third income quintile","Financial assets",NA,"Pre-COVID"
"956",2018-07-01,"Third income quintile","Financial assets",NA,"Pre-COVID"
"957",2018-10-01,"Third income quintile","Financial assets",990681,"Pre-COVID"
"958",2019-01-01,"Third income quintile","Financial assets",NA,"Pre-COVID"
"959",2019-04-01,"Third income quintile","Financial assets",NA,"Pre-COVID"
"960",2019-07-01,"Third income quintile","Financial assets",NA,"Pre-COVID"
"961",2019-10-01,"Third income quintile","Financial assets",1069150,"Pre-COVID"
"962",2020-01-01,"Third income quintile","Financial assets",955562,"Pre-COVID"
"963",2020-04-01,"Third income quintile","Financial assets",1238776,"COVID"
"964",2020-07-01,"Third income quintile","Financial assets",1261098,"COVID"
"965",2020-10-01,"Third income quintile","Financial assets",1305279,"COVID"
"966",2021-01-01,"Third income quintile","Financial assets",1343606,"COVID"
"967",2021-04-01,"Third income quintile","Financial assets",1388411,"COVID"
"968",2021-07-01,"Third income quintile","Financial assets",1385083,"COVID"
"969",2021-10-01,"Third income quintile","Financial assets",1383152,"COVID"
"970",2022-01-01,"Third income quintile","Financial assets",1276681,"COVID"
"971",2022-04-01,"Third income quintile","Financial assets",1249829,"COVID"
"972",2022-07-01,"Third income quintile","Financial assets",1236915,"COVID"
"973",2022-10-01,"Third income quintile","Financial assets",1272180,"Post-COVID"
"974",2023-01-01,"Third income quintile","Financial assets",1264224,"Post-COVID"
"975",2023-04-01,"Third income quintile","Financial assets",1306249,"Post-COVID"
"976",2023-07-01,"Third income quintile","Financial assets",1262034,"Post-COVID"
"977",2023-10-01,"Third income quintile","Financial assets",1378392,"Post-COVID"
"978",2024-01-01,"Third income quintile","Financial assets",1390024,"Post-COVID"
"979",2024-04-01,"Third income quintile","Financial assets",1431239,"Post-COVID"
"980",2024-07-01,"Third income quintile","Financial assets",1482958,"Post-COVID"
"981",2017-10-01,"Third income quintile","Life insurance and pensions",478232,"Pre-COVID"
"982",2018-01-01,"Third income quintile","Life insurance and pensions",NA,"Pre-COVID"
"983",2018-04-01,"Third income quintile","Life insurance and pensions",NA,"Pre-COVID"
"984",2018-07-01,"Third income quintile","Life insurance and pensions",NA,"Pre-COVID"
"985",2018-10-01,"Third income quintile","Life insurance and pensions",466332,"Pre-COVID"
"986",2019-01-01,"Third income quintile","Life insurance and pensions",NA,"Pre-COVID"
"987",2019-04-01,"Third income quintile","Life insurance and pensions",NA,"Pre-COVID"
"988",2019-07-01,"Third income quintile","Life insurance and pensions",NA,"Pre-COVID"
"989",2019-10-01,"Third income quintile","Life insurance and pensions",505659,"Pre-COVID"
"990",2020-01-01,"Third income quintile","Life insurance and pensions",458477,"Pre-COVID"
"991",2020-04-01,"Third income quintile","Life insurance and pensions",575045,"COVID"
"992",2020-07-01,"Third income quintile","Life insurance and pensions",561843,"COVID"
"993",2020-10-01,"Third income quintile","Life insurance and pensions",559062,"COVID"
"994",2021-01-01,"Third income quintile","Life insurance and pensions",554411,"COVID"
"995",2021-04-01,"Third income quintile","Life insurance and pensions",578667,"COVID"
"996",2021-07-01,"Third income quintile","Life insurance and pensions",563189,"COVID"
"997",2021-10-01,"Third income quintile","Life insurance and pensions",562120,"COVID"
"998",2022-01-01,"Third income quintile","Life insurance and pensions",495239,"COVID"
"999",2022-04-01,"Third income quintile","Life insurance and pensions",469204,"COVID"
"1000",2022-07-01,"Third income quintile","Life insurance and pensions",485803,"COVID"
"1001",2022-10-01,"Third income quintile","Life insurance and pensions",492959,"Post-COVID"
"1002",2023-01-01,"Third income quintile","Life insurance and pensions",490242,"Post-COVID"
"1003",2023-04-01,"Third income quintile","Life insurance and pensions",515246,"Post-COVID"
"1004",2023-07-01,"Third income quintile","Life insurance and pensions",499460,"Post-COVID"
"1005",2023-10-01,"Third income quintile","Life insurance and pensions",531566,"Post-COVID"
"1006",2024-01-01,"Third income quintile","Life insurance and pensions",534692,"Post-COVID"
"1007",2024-04-01,"Third income quintile","Life insurance and pensions",558287,"Post-COVID"
"1008",2024-07-01,"Third income quintile","Life insurance and pensions",577390,"Post-COVID"
"1009",2017-10-01,"Third income quintile","Other financial assets",511755,"Pre-COVID"
"1010",2018-01-01,"Third income quintile","Other financial assets",NA,"Pre-COVID"
"1011",2018-04-01,"Third income quintile","Other financial assets",NA,"Pre-COVID"
"1012",2018-07-01,"Third income quintile","Other financial assets",NA,"Pre-COVID"
"1013",2018-10-01,"Third income quintile","Other financial assets",524350,"Pre-COVID"
"1014",2019-01-01,"Third income quintile","Other financial assets",NA,"Pre-COVID"
"1015",2019-04-01,"Third income quintile","Other financial assets",NA,"Pre-COVID"
"1016",2019-07-01,"Third income quintile","Other financial assets",NA,"Pre-COVID"
"1017",2019-10-01,"Third income quintile","Other financial assets",563491,"Pre-COVID"
"1018",2020-01-01,"Third income quintile","Other financial assets",497085,"Pre-COVID"
"1019",2020-04-01,"Third income quintile","Other financial assets",663731,"COVID"
"1020",2020-07-01,"Third income quintile","Other financial assets",699256,"COVID"
"1021",2020-10-01,"Third income quintile","Other financial assets",746217,"COVID"
"1022",2021-01-01,"Third income quintile","Other financial assets",789195,"COVID"
"1023",2021-04-01,"Third income quintile","Other financial assets",809744,"COVID"
"1024",2021-07-01,"Third income quintile","Other financial assets",821893,"COVID"
"1025",2021-10-01,"Third income quintile","Other financial assets",821032,"COVID"
"1026",2022-01-01,"Third income quintile","Other financial assets",781443,"COVID"
"1027",2022-04-01,"Third income quintile","Other financial assets",780625,"COVID"
"1028",2022-07-01,"Third income quintile","Other financial assets",751111,"COVID"
"1029",2022-10-01,"Third income quintile","Other financial assets",779221,"Post-COVID"
"1030",2023-01-01,"Third income quintile","Other financial assets",773981,"Post-COVID"
"1031",2023-04-01,"Third income quintile","Other financial assets",791003,"Post-COVID"
"1032",2023-07-01,"Third income quintile","Other financial assets",762574,"Post-COVID"
"1033",2023-10-01,"Third income quintile","Other financial assets",846827,"Post-COVID"
"1034",2024-01-01,"Third income quintile","Other financial assets",855331,"Post-COVID"
"1035",2024-04-01,"Third income quintile","Other financial assets",872952,"Post-COVID"
"1036",2024-07-01,"Third income quintile","Other financial assets",905568,"Post-COVID"
"1037",2017-10-01,"Third income quintile","Non-financial assets",1147261,"Pre-COVID"
"1038",2018-01-01,"Third income quintile","Non-financial assets",NA,"Pre-COVID"
"1039",2018-04-01,"Third income quintile","Non-financial assets",NA,"Pre-COVID"
"1040",2018-07-01,"Third income quintile","Non-financial assets",NA,"Pre-COVID"
"1041",2018-10-01,"Third income quintile","Non-financial assets",1142474,"Pre-COVID"
"1042",2019-01-01,"Third income quintile","Non-financial assets",NA,"Pre-COVID"
"1043",2019-04-01,"Third income quintile","Non-financial assets",NA,"Pre-COVID"
"1044",2019-07-01,"Third income quintile","Non-financial assets",NA,"Pre-COVID"
"1045",2019-10-01,"Third income quintile","Non-financial assets",1176118,"Pre-COVID"
"1046",2020-01-01,"Third income quintile","Non-financial assets",1142479,"Pre-COVID"
"1047",2020-04-01,"Third income quintile","Non-financial assets",1255741,"COVID"
"1048",2020-07-01,"Third income quintile","Non-financial assets",1296578,"COVID"
"1049",2020-10-01,"Third income quintile","Non-financial assets",1337026,"COVID"
"1050",2021-01-01,"Third income quintile","Non-financial assets",1429111,"COVID"
"1051",2021-04-01,"Third income quintile","Non-financial assets",1459331,"COVID"
"1052",2021-07-01,"Third income quintile","Non-financial assets",1508795,"COVID"
"1053",2021-10-01,"Third income quintile","Non-financial assets",1612704,"COVID"
"1054",2022-01-01,"Third income quintile","Non-financial assets",1631179,"COVID"
"1055",2022-04-01,"Third income quintile","Non-financial assets",1570278,"COVID"
"1056",2022-07-01,"Third income quintile","Non-financial assets",1503486,"COVID"
"1057",2022-10-01,"Third income quintile","Non-financial assets",1481982,"Post-COVID"
"1058",2023-01-01,"Third income quintile","Non-financial assets",1489851,"Post-COVID"
"1059",2023-04-01,"Third income quintile","Non-financial assets",1506374,"Post-COVID"
"1060",2023-07-01,"Third income quintile","Non-financial assets",1543737,"Post-COVID"
"1061",2023-10-01,"Third income quintile","Non-financial assets",1534984,"Post-COVID"
"1062",2024-01-01,"Third income quintile","Non-financial assets",1521619,"Post-COVID"
"1063",2024-04-01,"Third income quintile","Non-financial assets",1565741,"Post-COVID"
"1064",2024-07-01,"Third income quintile","Non-financial assets",1574211,"Post-COVID"
"1065",2017-10-01,"Third income quintile","Real estate",1005878,"Pre-COVID"
"1066",2018-01-01,"Third income quintile","Real estate",NA,"Pre-COVID"
"1067",2018-04-01,"Third income quintile","Real estate",NA,"Pre-COVID"
"1068",2018-07-01,"Third income quintile","Real estate",NA,"Pre-COVID"
"1069",2018-10-01,"Third income quintile","Real estate",998730,"Pre-COVID"
"1070",2019-01-01,"Third income quintile","Real estate",NA,"Pre-COVID"
"1071",2019-04-01,"Third income quintile","Real estate",NA,"Pre-COVID"
"1072",2019-07-01,"Third income quintile","Real estate",NA,"Pre-COVID"
"1073",2019-10-01,"Third income quintile","Real estate",1027245,"Pre-COVID"
"1074",2020-01-01,"Third income quintile","Real estate",1002271,"Pre-COVID"
"1075",2020-04-01,"Third income quintile","Real estate",1109443,"COVID"
"1076",2020-07-01,"Third income quintile","Real estate",1141813,"COVID"
"1077",2020-10-01,"Third income quintile","Real estate",1187716,"COVID"
"1078",2021-01-01,"Third income quintile","Real estate",1280886,"COVID"
"1079",2021-04-01,"Third income quintile","Real estate",1303608,"COVID"
"1080",2021-07-01,"Third income quintile","Real estate",1350034,"COVID"
"1081",2021-10-01,"Third income quintile","Real estate",1458382,"COVID"
"1082",2022-01-01,"Third income quintile","Real estate",1474566,"COVID"
"1083",2022-04-01,"Third income quintile","Real estate",1403247,"COVID"
"1084",2022-07-01,"Third income quintile","Real estate",1332138,"COVID"
"1085",2022-10-01,"Third income quintile","Real estate",1317928,"Post-COVID"
"1086",2023-01-01,"Third income quintile","Real estate",1326067,"Post-COVID"
"1087",2023-04-01,"Third income quintile","Real estate",1335670,"Post-COVID"
"1088",2023-07-01,"Third income quintile","Real estate",1371534,"Post-COVID"
"1089",2023-10-01,"Third income quintile","Real estate",1356350,"Post-COVID"
"1090",2024-01-01,"Third income quintile","Real estate",1350383,"Post-COVID"
"1091",2024-04-01,"Third income quintile","Real estate",1386952,"Post-COVID"
"1092",2024-07-01,"Third income quintile","Real estate",1392642,"Post-COVID"
"1093",2017-10-01,"Third income quintile","Other non-financial assets",141382,"Pre-COVID"
"1094",2018-01-01,"Third income quintile","Other non-financial assets",NA,"Pre-COVID"
"1095",2018-04-01,"Third income quintile","Other non-financial assets",NA,"Pre-COVID"
"1096",2018-07-01,"Third income quintile","Other non-financial assets",NA,"Pre-COVID"
"1097",2018-10-01,"Third income quintile","Other non-financial assets",143744,"Pre-COVID"
"1098",2019-01-01,"Third income quintile","Other non-financial assets",NA,"Pre-COVID"
"1099",2019-04-01,"Third income quintile","Other non-financial assets",NA,"Pre-COVID"
"1100",2019-07-01,"Third income quintile","Other non-financial assets",NA,"Pre-COVID"
"1101",2019-10-01,"Third income quintile","Other non-financial assets",148873,"Pre-COVID"
"1102",2020-01-01,"Third income quintile","Other non-financial assets",140208,"Pre-COVID"
"1103",2020-04-01,"Third income quintile","Other non-financial assets",146298,"COVID"
"1104",2020-07-01,"Third income quintile","Other non-financial assets",154764,"COVID"
"1105",2020-10-01,"Third income quintile","Other non-financial assets",149309,"COVID"
"1106",2021-01-01,"Third income quintile","Other non-financial assets",148226,"COVID"
"1107",2021-04-01,"Third income quintile","Other non-financial assets",155723,"COVID"
"1108",2021-07-01,"Third income quintile","Other non-financial assets",158762,"COVID"
"1109",2021-10-01,"Third income quintile","Other non-financial assets",154321,"COVID"
"1110",2022-01-01,"Third income quintile","Other non-financial assets",156612,"COVID"
"1111",2022-04-01,"Third income quintile","Other non-financial assets",167031,"COVID"
"1112",2022-07-01,"Third income quintile","Other non-financial assets",171347,"COVID"
"1113",2022-10-01,"Third income quintile","Other non-financial assets",164054,"Post-COVID"
"1114",2023-01-01,"Third income quintile","Other non-financial assets",163785,"Post-COVID"
"1115",2023-04-01,"Third income quintile","Other non-financial assets",170704,"Post-COVID"
"1116",2023-07-01,"Third income quintile","Other non-financial assets",172203,"Post-COVID"
"1117",2023-10-01,"Third income quintile","Other non-financial assets",178633,"Post-COVID"
"1118",2024-01-01,"Third income quintile","Other non-financial assets",171236,"Post-COVID"
"1119",2024-04-01,"Third income quintile","Other non-financial assets",178789,"Post-COVID"
"1120",2024-07-01,"Third income quintile","Other non-financial assets",181569,"Post-COVID"
"1121",2017-10-01,"Third income quintile","Total liabilities",469086,"Pre-COVID"
"1122",2018-01-01,"Third income quintile","Total liabilities",NA,"Pre-COVID"
"1123",2018-04-01,"Third income quintile","Total liabilities",NA,"Pre-COVID"
"1124",2018-07-01,"Third income quintile","Total liabilities",NA,"Pre-COVID"
"1125",2018-10-01,"Third income quintile","Total liabilities",483984,"Pre-COVID"
"1126",2019-01-01,"Third income quintile","Total liabilities",NA,"Pre-COVID"
"1127",2019-04-01,"Third income quintile","Total liabilities",NA,"Pre-COVID"
"1128",2019-07-01,"Third income quintile","Total liabilities",NA,"Pre-COVID"
"1129",2019-10-01,"Third income quintile","Total liabilities",488011,"Pre-COVID"
"1130",2020-01-01,"Third income quintile","Total liabilities",469273,"Pre-COVID"
"1131",2020-04-01,"Third income quintile","Total liabilities",463490,"COVID"
"1132",2020-07-01,"Third income quintile","Total liabilities",441386,"COVID"
"1133",2020-10-01,"Third income quintile","Total liabilities",418691,"COVID"
"1134",2021-01-01,"Third income quintile","Total liabilities",406684,"COVID"
"1135",2021-04-01,"Third income quintile","Total liabilities",424521,"COVID"
"1136",2021-07-01,"Third income quintile","Total liabilities",415510,"COVID"
"1137",2021-10-01,"Third income quintile","Total liabilities",437402,"COVID"
